OBJECTID,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,AADT,AADT_YEAR,LOCERROR,SHAPELEN
98,11000202,2404.98567123,2484.34206565,2016-01-01T00:00:00.000Z,,{A46B883F-4A69-49C7-886E-054A9A04317E},2000,2016,NO ERROR,79.356426348535
99,11000202,1101.41878,1136.80867662,2016-01-01T00:00:00.000Z,,{8734223D-7EC2-4B16-A55D-4583136377B6},2000,2016,NO ERROR,35.3899112163864
100,11000202,0,116.82554592,2016-01-01T00:00:00.000Z,,{BB21E632-DD8E-4F39-B07D-A6644300D12A},2000,2016,NO ERROR,116.825513304702
101,11000202,2285.88335212,2404.98567123,2016-01-01T00:00:00.000Z,,{4E260EEE-7E32-48DF-818C-990651D4A30E},2000,2016,NO ERROR,119.102319185822
102,11000202,935.9411742,984.9996392,2016-01-01T00:00:00.000Z,,{0AB2DA5E-39C7-4C8D-9707-1A0ADEF2BA29},2000,2016,NO ERROR,49.0585199291675
103,11000232,272.87135374,422.12486456,2016-01-01T00:00:00.000Z,,{EB77A0FC-3F58-4CA9-AC10-C04755226CF5},2000,2016,PARTIAL MATCH FOR THE FROM-MEASURE,149.253558859524
104,11000232,40.62507143,78.73474706,2016-01-01T00:00:00.000Z,,{B70CA3EB-4D09-4649-A83B-F7DE32B1BF79},2000,2016,NO ERROR,38.1097085894389
105,11000232,78.73474706,119.16117059,2016-01-01T00:00:00.000Z,,{72397471-641D-43C9-9DCA-8CB566B2A528},2000,2016,NO ERROR,40.4263824893982
106,11000232,231.65073849,272.87135374,2016-01-01T00:00:00.000Z,,{84D5029B-29C9-4595-9232-C6419B8C61E4},2000,2016,NO ERROR,41.2206322083922
107,11000232,119.16117059,231.65073849,2016-01-01T00:00:00.000Z,,{6DE970C6-51DC-4F9C-B47A-21B3155A3BDB},2000,2016,PARTIAL MATCH FOR THE FROM-MEASURE,112.48956678816
108,11000232,0,40.62507143,2016-01-01T00:00:00.000Z,,{6F877A89-283F-4BF8-A98C-280AC0A7EC31},2000,2016,NO ERROR,40.6250793635295
109,11000302,3605.80441205,3722.19129258,2016-01-01T00:00:00.000Z,,{0DE7BBD7-8B7E-4FA4-9DF7-7A51D76BF0A1},2000,2016,NO ERROR,116.386897015657
110,11000302,3852.25697427,3939.64481698,2016-01-01T00:00:00.000Z,,{A4AB6641-2F04-4A12-A6FF-D50CA1D053F2},2000,2016,NO ERROR,87.3878586314164
111,11000302,555.24898115,703.3383043,2016-01-01T00:00:00.000Z,,{EE75DD65-471A-440A-849E-02032BA650FB},12031,2016,NO ERROR,148.089400030965
112,11000302,2101.17560013,2128.71414917,2016-01-01T00:00:00.000Z,,{678DA0A7-3DD2-40E4-A43C-E7243195C10B},2000,2016,NO ERROR,27.5384920929964
113,11000302,2514.2253139,2543.61017235,2016-01-01T00:00:00.000Z,,{EF9BDBAE-8693-4E31-B41E-B28DEFB212F0},2000,2016,NO ERROR,29.3848719319619
114,11000302,1793.38042268,1875.53049166,2016-01-01T00:00:00.000Z,,{537C693C-C312-476E-A9B2-7454BA3AA55E},2000,2016,NO ERROR,82.1500528630646
115,11000302,2811.18647652,2900.64765002,2016-01-01T00:00:00.000Z,,{59608C9A-C325-450E-892B-7E01A709D1A8},2000,2016,NO ERROR,89.4611537274249
116,11000302,4290.58443639,4331.17445881,2016-01-01T00:00:00.000Z,,{FA8BBDD9-B55A-4A2C-8700-1649F4A5A670},4351,2016,NO ERROR,40.590006402046
117,11000302,3323.63308821,3368.14160637,2016-01-01T00:00:00.000Z,,{0978FD69-16A9-47D4-9BF6-63017D488ADD},2000,2016,NO ERROR,44.5085182641579
157,11000102,5614.078,5771.59,2016-01-01T00:00:00.000Z,,{B4591F76-9A38-4699-9923-E0CF363071FC},2000,2016,NO ERROR,157.511598501236
158,11000102,1660.348,1767.635,2016-01-01T00:00:00.000Z,,{CB629DCC-7ABC-4949-818E-864A3D7B1043},6405,2016,NO ERROR,107.286618085276
159,11000102,5568.377,5614.078,2016-01-01T00:00:00.000Z,,{88C461D1-87AC-47D6-A5F8-90F51532EBC8},2000,2016,NO ERROR,45.7013962506799
160,11000102,887.908,929.179,2016-01-01T00:00:00.000Z,,{90239AC9-9315-4981-8BEB-852CCAEDE308},5090,2016,NO ERROR,41.2701131552563
161,11000102,5518.487,5568.377,2016-01-01T00:00:00.000Z,,{C6A5E4CD-4D4B-4B12-89FA-B4A9F9F7E309},2000,2016,NO ERROR,49.8897353704492
162,11000102,5121.907,5205.514,2016-01-01T00:00:00.000Z,,{F4B80173-0681-4AD9-9FC1-9665A03BE3AD},2000,2016,NO ERROR,83.6074384057874
163,11000102,2528.029,2610.341,2016-01-01T00:00:00.000Z,,{9B0088E1-A9C1-478B-971C-17480EAA8B05},6405,2016,NO ERROR,82.3127743049883
164,11000102,2232.639,2309.519,2016-01-01T00:00:00.000Z,,{E7783817-4DA1-4383-808A-22E12119F202},6405,2016,NO ERROR,76.8802357267517
165,11000102,5013.576,5121.907,2016-01-01T00:00:00.000Z,,{6E05E0A6-6B29-4128-A4C3-381C68C8A837},2000,2016,NO ERROR,108.331118153326
166,11000102,3448.243,3566.513,2016-01-01T00:00:00.000Z,,{132954A6-CD88-4712-8556-A7D0AE8AB17B},3416,2016,NO ERROR,118.27016515474
167,11000102,3882.004,4021.94,2016-01-01T00:00:00.000Z,,{17BF16C5-470A-4B4C-BB3C-00707CC8A2E5},3416,2016,NO ERROR,139.936892082365
168,11000102,849.08,887.908,2016-01-01T00:00:00.000Z,,{5FB6A724-0133-403F-AC89-727EA2547212},5090,2016,NO ERROR,38.8289243237385
169,11000102,5205.514,5241.097,2016-01-01T00:00:00.000Z,,{FD220DC8-CEAE-40BA-ACBB-B164EBFB8F4A},2000,2016,NO ERROR,35.5828738726771
170,11000102,929.179,962.686,2016-01-01T00:00:00.000Z,,{63CA2C2C-587F-4E9D-95F9-DD27DEEAA6A4},5090,2016,NO ERROR,33.5074316403538
171,11000102,2688.211,2710.132,2016-01-01T00:00:00.000Z,,{82D76BC4-D804-4ADB-A34C-029EA84DCA66},6405,2016,NO ERROR,21.9203160971218
172,11000102,5282.588,5317.258,2016-01-01T00:00:00.000Z,,{E410A652-D61C-4993-A1B6-C3B50229E916},2000,2016,NO ERROR,34.6700735155614
173,11000102,2974.832,3093.312,2016-01-01T00:00:00.000Z,,{14D4BCAD-60F2-492E-B1CA-D5EF21977215},3416,2016,NO ERROR,118.480400250875
174,11000102,390.83175466,510.02496278,2016-01-01T00:00:00.000Z,,{34BDC649-B034-4947-804A-E196E2C44F20},7420,2016,NO ERROR,119.193177269392
175,11000102,510.02496278,555.98053992,2016-01-01T00:00:00.000Z,,{BE079152-0761-42C7-821D-1A0AF1C6E4A6},7420,2016,NO ERROR,45.9555905586067
176,11000102,1809.84,1915.756,2016-01-01T00:00:00.000Z,,{F443DB33-A147-44F5-A272-B315304599E5},6405,2016,NO ERROR,105.916419612562
177,11000102,2710.132,2772.071,2016-01-01T00:00:00.000Z,,{FE283C36-E549-4CFA-BAE8-587EA2DD273D},3416,2016,NO ERROR,61.9389961318725
178,11000102,3329.662,3448.243,2016-01-01T00:00:00.000Z,,{0967C0E2-521F-46DB-AD9C-9844155E309D},3416,2016,NO ERROR,118.581335738426
179,11000102,658.46671876,704.97389349,2016-01-01T00:00:00.000Z,,{49626B90-BB00-40CC-922C-07A5F6CABA39},7420,2016,NO ERROR,46.5071941718315
180,11000102,3210.442,3329.662,2016-01-01T00:00:00.000Z,,{650A38B7-30F1-4783-8020-062075F11C3D},3416,2016,NO ERROR,119.219116803488
181,11000102,326.48066821,371.73758042,2016-01-01T00:00:00.000Z,,{FA7D08C2-FAF3-4068-B3BD-43BBFAB64651},7420,2016,NO ERROR,45.2568767047417
182,11000102,1378.759,1484.815,2016-01-01T00:00:00.000Z,,{F1ABB325-3FC0-4636-B800-BC1DEA7BB413},6405,2016,NO ERROR,106.05675899751
183,11000102,2309.519,2363.759,2016-01-01T00:00:00.000Z,,{14163778-20D3-4A6E-8417-F50B9B11A2D5},6405,2016,NO ERROR,54.2402387779618
184,11000102,1484.815,1591.092,2016-01-01T00:00:00.000Z,,{046A1B7B-5247-472F-9D2F-266C3AD12FA2},6405,2016,NO ERROR,106.276625567281
185,11000102,4021.94,4178.502,2016-01-01T00:00:00.000Z,,{7A91D907-8B49-47C7-8771-4CB2A7205B6A},3416,2016,NO ERROR,156.561571284942
186,11000102,2198.938,2232.639,2016-01-01T00:00:00.000Z,,{B13CE8D5-5443-4D48-AC66-01E10C9B6D07},6405,2016,NO ERROR,33.7013495271954
187,11000102,5360.198,5401.689,2016-01-01T00:00:00.000Z,,{8461B8E4-1E9A-4AA7-8665-AD38F6698C86},2000,2016,NO ERROR,41.4910357080242
188,11000102,4178.502,4304.005,2016-01-01T00:00:00.000Z,,{E4921538-93A4-48D8-87DA-C543858F4A79},3416,2016,NO ERROR,125.502840612371
189,11000102,2772.071,2851.602,2016-01-01T00:00:00.000Z,,{4904CD74-65C3-46DD-835B-B995BDF5CA04},3416,2016,NO ERROR,79.5316723800724
190,11000102,4382.448,4432.288,2016-01-01T00:00:00.000Z,,{5A97C4F0-E460-4045-92B7-D3AA66AF45DE},3416,2016,NO ERROR,49.8396296220516
191,11000102,704.97389349,793.20054851,2016-01-01T00:00:00.000Z,,{47F8FBFB-1337-41A4-BBB4-306674D2345C},7420,2016,NO ERROR,88.2265874860137
192,11000102,0,70.73860602,2016-01-01T00:00:00.000Z,,{FD85AEDC-1135-474F-BDD5-8D4F62A94478},2984,2016,NO ERROR,70.7386042899226
193,11000102,1110.867,1243.778,2016-01-01T00:00:00.000Z,,{717E6858-91D4-48A7-9A4D-51DC389DB9B4},6405,2016,NO ERROR,132.91155927858
194,11000102,608.67950312,658.46671876,2016-01-01T00:00:00.000Z,,{F7AB609D-FB24-4549-BDD6-D6FB61D792DE},7420,2016,NO ERROR,49.7872046027261
195,11000102,210.43327993,296.05010369,2016-01-01T00:00:00.000Z,,{D42C60C5-EE75-49A1-A7D2-7FCFBCF80B24},4974,2016,NO ERROR,85.6168082195757
196,11000102,2851.602,2974.832,2016-01-01T00:00:00.000Z,,{D7341ADB-2932-403C-A0F8-8C7FCED62C7B},3416,2016,NO ERROR,123.230169807049
118,11000302,3138.02489193,3203.88751304,2016-01-01T00:00:00.000Z,,{679F12D6-120F-4C8F-B36C-E167BDFDA1CC},2000,2016,PARTIAL MATCH FOR THE FROM-MEASURE,65.862628323565
119,11000302,2662.44929078,2738.76589342,2016-01-01T00:00:00.000Z,,{7498175A-EA8C-4B46-A53D-329CD71B42E7},2000,2016,NO ERROR,76.3166033124951
120,11000302,1190.27154972,1232.78911874,2016-01-01T00:00:00.000Z,,{BF4F7B0E-BF7E-482B-87EC-5723DB086009},2488,2016,NO ERROR,42.5176046425948
121,11000302,1711.35012476,1793.38042268,2016-01-01T00:00:00.000Z,,{FA91561B-D4B5-4177-AAE9-7F205ADA3935},2000,2016,NO ERROR,82.0303137945432
122,11000302,2265.34837356,2357.97924776,2016-01-01T00:00:00.000Z,,{C85A22C0-41A4-473A-AC22-907DF6ADA7A0},2000,2016,NO ERROR,92.6308564309497
123,11000302,5387.81338907,5429.76004156,2016-01-01T00:00:00.000Z,,{E2962A03-02C8-4AD4-B7FC-E8C84D598BF1},4351,2016,NO ERROR,41.9466084698641
124,11000302,0,92.6347667,2016-01-01T00:00:00.000Z,,{63C73AF0-F498-4DAC-96F8-7ED155DC3A1D},14967,2016,NO ERROR,92.6347756666598
125,11000302,3368.14160637,3487.04896862,2016-01-01T00:00:00.000Z,,{125F9CF3-9082-4CAB-8C07-CDAB149B4896},2000,2016,NO ERROR,118.907362777091
126,11000302,5152.43692508,5280.71977825,2016-01-01T00:00:00.000Z,,{C73F1545-CAA3-4B5A-8256-5D5B2ABDE82C},4351,2016,NO ERROR,128.282821058219
127,11000302,254.47962768,420.68255952,2016-01-01T00:00:00.000Z,,{2B3F4936-BB25-4840-92FA-9B6C4F9F0C99},12031,2016,NO ERROR,166.202931610231
128,11000302,4771.84571379,4890.4758029,2016-01-01T00:00:00.000Z,,{7631EF74-370F-4EC9-A768-D512E111D59B},4351,2016,NO ERROR,118.63007300988
129,11000302,3970.9369139,4051.10185653,2016-01-01T00:00:00.000Z,,{54001131-95EC-4E5E-BB7A-1586F65B25D4},2000,2016,NO ERROR,80.1649564133848
130,11000302,703.3383043,787.14255627,2016-01-01T00:00:00.000Z,,{9803EFD0-61C3-4EF8-BCCF-997D570A9F93},12031,2016,NO ERROR,83.8042162046327
131,11000302,5280.71977825,5387.81338907,2016-01-01T00:00:00.000Z,,{84AFFA0E-E607-4F5E-8E25-AF74E613973B},4351,2016,NO ERROR,107.093654723934
132,11000302,2180.28536826,2216.79405984,2016-01-01T00:00:00.000Z,,{62A71BCD-E12F-4C63-952A-5EEFE23C76E3},2000,2016,NO ERROR,36.5086585598029
133,11000302,5573.44912592,5723.44507166,2016-01-01T00:00:00.000Z,,{7D74ECC7-FB86-442A-AB44-2422FFF4087E},4351,2016,NO ERROR,149.995961551587
134,11000302,92.6347667,182.89313225,2016-01-01T00:00:00.000Z,,{88077228-59C5-4B55-88E1-8E0823A5B304},14967,2016,NO ERROR,90.2583487368389
135,11000302,420.68255952,555.24898115,2016-01-01T00:00:00.000Z,,{4EA22512-0535-4004-A65D-5E0ADD92D9AF},12031,2016,NO ERROR,134.56635565134
136,11000302,4149.82023095,4212.27425944,2016-01-01T00:00:00.000Z,,{DF56BDEE-C2B3-4DD0-AC66-C4B661C7B501},4351,2016,NO ERROR,62.4540283618535
137,11000302,4089.22744619,4149.82023095,2016-01-01T00:00:00.000Z,,{7ACA63E2-C35F-4E3A-A523-1101F56B8A7C},2000,2016,NO ERROR,60.5927679146502
138,11000302,4890.4758029,5021.57588883,2016-01-01T00:00:00.000Z,,{EDF3B55C-45A5-4A35-AB05-DF5040FFB03F},4351,2016,NO ERROR,131.100085746689
139,11000302,4051.10185653,4089.22744619,2016-01-01T00:00:00.000Z,,{C79D36DB-DAF4-4C68-9C86-492B94AE72FC},2000,2016,NO ERROR,38.1255769184228
140,11000302,1364.78927058,1414.00332249,2016-01-01T00:00:00.000Z,,{8427FD1E-472F-4764-9C2D-906BF638EEFF},2000,2016,PARTIAL MATCH FOR THE FROM-MEASURE,49.2141456892091
141,11000302,2216.79405984,2265.34837356,2016-01-01T00:00:00.000Z,,{24E86E4D-5F11-47CB-8F47-50C4907C5424},2000,2016,NO ERROR,48.5543380867775
142,11000302,5723.44507166,5797.19072115,2016-01-01T00:00:00.000Z,,{1786BB41-A625-4275-AF9A-F70177211424},4351,2016,NO ERROR,73.7456387074742
143,11000302,2079.4739632,2101.17560013,2016-01-01T00:00:00.000Z,,{D232B41E-6962-4D20-89B2-17D9211E87AC},2000,2016,NO ERROR,21.7016939053909
144,11000302,787.14255627,837.90183942,2016-01-01T00:00:00.000Z,,{32A7A5F4-AF51-4EAE-A1BA-D5B9E7DB685A},12031,2016,NO ERROR,50.7592671147249
145,11000302,837.90183942,893.71118832,2016-01-01T00:00:00.000Z,,{0BD954D6-1012-4CC8-9896-0F4473C47580},12031,2016,NO ERROR,55.8093758918889
146,11000302,4490.36451509,4617.89556994,2016-01-01T00:00:00.000Z,,{13F3D595-C84A-4516-85DA-C3B1B583873E},4351,2016,NO ERROR,127.531038672126
147,11000302,1152.26217122,1190.27154972,2016-01-01T00:00:00.000Z,,{86ED1983-4C07-437F-AA1B-A5AD20226283},2488,2016,NO ERROR,38.0093309766805
148,11000302,4617.89556994,4771.84571379,2016-01-01T00:00:00.000Z,,{1B97572B-DB4F-4707-A05C-6C369BFE6816},4351,2016,NO ERROR,153.950159678385
149,11000302,4212.27425944,4252.62321776,2016-01-01T00:00:00.000Z,,{267C03E0-00E0-4FB5-A11C-F30471381529},4351,2016,NO ERROR,40.348969236487
150,11000302,1008.27079903,1049.54881099,2016-01-01T00:00:00.000Z,,{11216EE7-A7B4-4812-8064-D4560AD8C6EE},12031,2016,NO ERROR,41.2779785977663
151,11000302,1592.17760802,1648.14908935,2016-01-01T00:00:00.000Z,,{900F9AD9-63E3-4B6C-BDAB-1E163489A05D},2000,2016,NO ERROR,55.9714813021905
152,11000302,4331.17445881,4359.82445853,2016-01-01T00:00:00.000Z,,{1562EEF3-5CB9-4460-979E-7C7180086A7B},4351,2016,NO ERROR,28.650015706802
153,11000302,2580.50100107,2624.15527413,2016-01-01T00:00:00.000Z,,{FB21DEE2-7ED2-45F8-B131-CE06251A8C6A},2000,2016,NO ERROR,43.6542590589979
154,11000302,2128.71414917,2160.55132992,2016-01-01T00:00:00.000Z,,{E53A92E1-A31D-4993-AB5E-B159AD2723FE},2000,2016,NO ERROR,31.8371987288058
155,11000302,2446.73380205,2514.2253139,2016-01-01T00:00:00.000Z,,{E7FC3A53-255C-4203-8B12-D8315B429E45},2000,2016,NO ERROR,67.4915258273704
156,11000302,2738.76589342,2781.53736955,2016-01-01T00:00:00.000Z,,{A8233286-30D5-41DB-B700-439DD6F8B784},2000,2016,NO ERROR,42.7714758539709
