OBJECTID,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,AADT,AADT_YEAR,LOCERROR,SHAPELEN
195,11000302,3019.052067,3076.167371,2017-01-01T00:00:00.000Z,,{6BA56199-9541-4FA3-BD44-EA5B10F59960},2000,2017,NO ERROR,57.1152914581238
196,11000302,3076.167371,3138.024892,2017-01-01T00:00:00.000Z,,{44FFF8D3-1D68-40A9-9403-EC10311F0AA9},2000,2017,NO ERROR,61.8575491456254
197,11000302,3138.0259,3203.887513,2017-01-01T00:00:00.000Z,,{AF62FE8C-0551-40FA-A45C-1DC3B3C45BC6},2000,2017,NO ERROR,65.862628323565
117,11000202,2285.883352,2404.985671,2017-01-01T00:00:00.000Z,,{93D88A54-336D-46C2-8E2B-A614911558E6},2000,2017,NO ERROR,119.102319185822
118,11000202,2404.985671,2484.342066,2017-01-01T00:00:00.000Z,,{F43824FF-F072-4808-B540-E64EF52EBD7C},2000,2017,NO ERROR,79.356426348535
119,11000202,2484.342066,2518.463878,2017-01-01T00:00:00.000Z,,{DD06C856-2C6C-49BE-BCE1-EDBBF769155F},2000,2017,NO ERROR,34.1217806860934
120,11000202,2518.463878,2558.38205,2017-01-01T00:00:00.000Z,,{BFF17CE7-0928-4AA2-884B-747CE62F1B56},2000,2017,NO ERROR,39.9181529275646
121,11000202,2558.38205,2600.272862,2017-01-01T00:00:00.000Z,,{7557AF11-6F0F-4C8C-89B1-C4FFADBA7A56},2000,2017,NO ERROR,41.8908461416043
122,11000202,2600.272862,2638.024353,2017-01-01T00:00:00.000Z,,{8BDBCE0C-CBAB-4007-8227-52A8531BFD83},2000,2017,NO ERROR,37.751475364409
123,11000202,2638.024353,2719.582966,2017-01-01T00:00:00.000Z,,{55D54E27-852F-4094-A460-B58DE41E95FF},2000,2017,NO ERROR,81.5585727413056
124,11000202,2719.582966,2756.9971,2017-01-01T00:00:00.000Z,,{1BA11046-DA1A-4CC5-9F51-3035FB73FE80},2000,2017,NO ERROR,37.4141906982096
125,11000202,2756.9981,2798.878042,2017-01-01T00:00:00.000Z,,{F9AEA958-DB01-4D72-867B-26A3D4EA70C5},2000,2017,NO ERROR,41.8808632307868
126,11000202,2798.878042,2868.779788,2017-01-01T00:00:00.000Z,,{EFADCD69-6E3C-4BA5-A7F7-9B674C48B1E7},2000,2017,NO ERROR,69.9018136615831
127,11000202,2868.779788,2910.457579,2017-01-01T00:00:00.000Z,,{6314258B-819E-4833-826C-63EAA3CF0DE3},2000,2017,NO ERROR,41.6777547269392
128,11000202,2910.457579,2972.467614,2017-01-01T00:00:00.000Z,,{B502C5CB-573C-4833-92B3-5FA3C11F5F25},2000,2017,NO ERROR,62.0100188742354
